key
-able
"-acho, cha"
"cartelado, da"
"cartelero, ra"
"cartero, ra"
"cartesiano, na"
"cartilaginoso, sa"
"cartilagíneo, a"
"cartográfico, ca"
"cartomántico, ca"
"cartométrico, ca"
"cartonero, ra"
"cartujano, na"
"cartujo, ja"
"cartulario, ria"
"cartógrafo, fa"
"carunculado, da"
"carupanero, ra"
"carón, na"
"casadero, ra"
"casado, da"
"casalero, ra"
"casamentero, ra"
"casanareño, ña"
"casariego, ga"
"cascabelero, ra"
"cascado, da"
"cascajoso, sa"
"cascajuelo, la"
"cascarillero, ra"
"cascarrioso, sa"
"cascarrón, na"
"cascarudo, da"
"cascorvo, va"
"cascudo, da"
"caseico, ca"
"caseoso, sa"
"casero, ra"
"casmeño, ña"
"caspiento, ta"
"caspio, pia"
"caspolino, na"
"casposo, sa"
"casquero, ra"
"casquiacopado, da"
"casquiblando, da"
"casquiderramado, da"
"casquilucio, cia"
"casquimuleño, ña"
"casquivano, na"
"castalio, lia"
"castañero, ra"
"castaño, ña"
"castañuelo, la"
"castellano, na"
"castellanoleonés, sa"
"castellanomanchego, ga"
"casteller, ra"
"castigador, ra"
"castillado, da"
"castizo, za"
"casto, ta"
"castor, ra"
"castrado, da"
"castrador, ra"
"castreño, ña"
"castrino, na"
"castúo, a"
"casuarináceo, a"
"casuárido, da"
"casuístico, ca"
"catabólico, ca"
"catadióptrico, ca"
"catador, ra"
"catafórico, ca"
"catalizador, ra"
"catalogador, ra"
"catalán, na"
"cataláunico, ca"
"cataléptico, ca"
"catalítico, ca"
"catamarqueño, ña"
"catarriento, ta"
"catarroso, sa"
"catastrófico, ca"
"catatónico, ca"
"catecúmeno, na"
"catedralicio, cia"
"catedrático, ca"
"categoremático, ca"
"categorizador, ra"
"categórico, ca"
"catenario, ria"
"catequizador, ra"
"catequético, ca"
"catequístico, ca"
"caterético, ca"
"cateto, ta"
"catingudo, da"
"catire, ra"
"cativo, va"
"catoniano, na"
"catorceavo, va"
"catorceno, na"
"catorzavo, va"
"catracho, cha"
"catrín, na"
"catádromo, ma"
"catártico, ca"
"catódico, ca"
"católico, ca"
"catóptrico, ca"
"caucano, na"
"caucasiano, na"
"cauchero, ra"
"cauchicultor, ra"
"caucionado, da"
"caucáseo, a"
"caucásico, ca"
"caudado, da"
"caudaloso, sa"
"caudato, ta"
"caudino, na"
"caulífero, ra"
"cauquenino, na"
"causador, ra"
"causativo, va"
"causídico, ca"
"cauteloso, sa"
"cauterizador, ra"
"cautivador, ra"
"cautivo, va"
"cauto, ta"
"cavadizo, za"
"cavado, da"
"cavador, ra"
"cavanillero, ra"
"cavernario, ria"
"cavernoso, sa"
"caviloso, sa"
"cavo, va"
"cayeyano, na"
"cayuco, ca"
"cayuquero, ra"
"cazadero, ra"
"cazado, da"
"cazador, ra"
"cazallero, ra"
"cazcarriento, ta"
"cazcarrioso, sa"
"cazcorvo, va"
"cazolero, ra"
"cazoletero, ra"
"cazudo, da"
"cazurro, rra"
"caído, da"
"cañamero, ra"
"cañameño, ña"
"cañamonado, da"
"cañamonero, ra"
"cañarejo, ja"
"cañariego, ga"
"cañengo, ga"
"cañero, ra"
"cañetano, na"
"cañicultor, ra"
"cañilavado, da"
"cañizo, za"
"cañonero, ra"
"caótico, ca"
"ceajo, ja"
"cebadazo, za"
"cebado, da"
"cebador, ra"
"cebichero, ra"
"cebollento, ta"
"cebollero, ra"
"cebolludo, da"
"cebrado, da"
"cebruno, na"
"cebuano, na"
"cebón, na"
"ceceoso, sa"
"cedicio, cia"
"cedizo, za"
"cedrino, na"
"cefalo-, -céfalo, la"
"cefalorraquídeo, a"
"cefalálgico, ca"
"cefrado, da"
"cefálico, ca"
"cegador, ra"
"cegajo, ja"
"cegajoso, sa"
"cegatero, ra"
"cegato, ta"
"cegatoso, sa"
"cegatón, na"
"ceibeño, ña"
"ceilandés, sa"
"ceilanés, sa"
"cejijunto, ta"
"cejudo, da"
"cejunto, ta"
"celado, da"
"celador, ra"
"celastráceo, a"
"celastríneo, a"
"celebrado, da"
"celebrador, ra"
"celebérrimo, ma"
"celeminero, ra"
"celendino, na"
"celerado, da"
"celestinesco, ca"
"celestino, na"
"celiaco, ca"
"celibato, ta"
"cellenco, ca"
"celomado, da"
"celomático, ca"
"celoso, sa"
"celtibero, ra"
"celtibérico, ca"
"celtohispano, na"
"celtohispánico, ca"
"celtolatino, na"
"celtíbero, ra"
"celtídeo, a"
"celulado, da"
"celulario, ria"
"celulítico, ca"
"celulósico, ca"
"celíaco, ca"
"cementero, ra"
"cementoso, sa"
"cenado, da"
"cenador, ra"
"cenagoso, sa"
"cencero, ra"
"cencerrado, da"
"cenceño, ña"
"cencido, da"
"cendrado, da"
"cenestésico, ca"
"ceniciento, ta"
"cenizo, za"
"cenizoso, sa"
"cenobítico, ca"
"cenoso, sa"
"cenozoico, ca"
"censador, ra"
"censatario, ria"
"censitario, ria"
"censor, ra"
"censorino, na"
"censorio, ria"
"censuario, ria"
"censurador, ra"
"centavo, va"
"centellador, ra"
"centenario, ria"
"centenero, ra"
"centeno, na"
"centenoso, sa"
"centimano, na"
"centiplicado, da"
"centrado, da"
"centralizador, ra"
"centrifugador, ra"
"centroafricano, na"
"centroamericano, na"
"centrobárico, ca"
"centrodelantero, ra"
"centroeuropeo, a"
"centrífugo, ga"
"centrípeto, ta"
"centésimo, ma"
"centígrado, da"
"centímano, na"
"cenutrio, tria"
"cenzalino, na"
"cercador, ra"
"cercano, na"
"cercenador, ra"
"cerdo, da"
"cerdoso, sa"
"cerdudo, da"
"cerdón, na"
"cerealístico, ca"
"ceremoniero, ra"
"ceremonioso, sa"
"ceremoniático, ca"
"cerero, ra"
"ceretano, na"
"cereño, ña"
"cerillero, ra"
"ceriondo, da"
"cernedor, ra"
"cernejudo, da"
"ceroferario, ria"
"cerollo, lla"
"ceromático, ca"
"ceronero, ra"
"ceroso, sa"
"cerracatín, na"
"cerradero, ra"
"cerradizo, za"
"cerrado, da"
"cerrador, ra"
"cerrajero, ra"
"cerrateño, ña"
"cerrero, ra"
"cerretano, na"
"cerreño, ña"
"certero, ra"
"certificado, da"
"certificador, ra"
"certificatorio, ria"
"certísimo, ma"
"cervantesco, ca"
"cervantino, na"
"cervantófilo, la"
"cervario, ria"
"cervatillo, lla"
"cervato, ta"
"cervecero, ra"
"cerverano, na"
"cervigudo, da"
"cervino, na"
"cervuno, na"
"cervántico, ca"
"cerámico, ca"
"cerífero, ra"
"cerúleo, a"
"cesaraugustano, na"
"cesariano, na"
"cesarino, na"
"cesenés, sa"
"cesionario, ria"
"cesonario, ria"
"cespitoso, sa"
"cestero, ra"
"cesáreo, a"
"cetrero, ra"
"cetrino, na"
"cetáceo, a"
"cetónico, ca"
"cevichero, ra"
"ceñido, da"
"ceñoso, sa"
"ceñudo, da"
"chabacano, na"
"chabacán, na"
"chacabucano, na"
"chacarero, ra"
"chachaguato, ta"
"chachapoyano, na"
"chacharero, ra"
"chacharón, na"
"chacho, cha"
"chacinero, ra"
"chaconero, ra"
"chacotero, ra"
"chacrero, ra"
"chadiano, na"
"chafalditero, ra"
"chafallón, na"
"chafardero, ra"
"chafirete, ta"
"chahuador, ra"
"chaitenino, na"
"chajuanado, da"
"chalaco, ca"
"chalado, da"
"chalanesco, ca"
"chalateco, ca"
"chalequero, ra"
"challapateño, ña"
"chalán, na"
"chamaco, ca"
"chamagoso, sa"
"chamanístico, ca"
"chamarilero, ra"
"chamarillero, ra"
"chamarillón, na"
"chambeador, ra"
"chambergo, ga"
"chambero, ra"
"chambroso, sa"
"chambón, na"
"chamicado, da"
"chamicero, ra"
"chamizo, za"
"chamo, ma"
"chamorro, rra"
"champudo, da"
"champurreado, da"
"chamullento, ta"
"chamullero, ra"
"chamuscado, da"
"chamán, na"
"chamánico, ca"
"chancero, ra"
"chanchamayino, na"
"chanchero, ra"
"chancho, cha"
"chanchullero, ra"
"chancletero, ra"
"chancletudo, da"
"chancón, na"
"chandoso, sa"
"chanflón, na"
"changallo, lla"
"chango, ga"
"changonetero, ra"
"chapaco, ca"
"chapado, da"
"chapareño, ña"
"chaparro, rra"
"chaparrudo, da"
"chapeado, da"
"chapeador, ra"
"chaperonado, da"
"chaperón, na"
"chapeteado, da"
"chapetón, na"
"chapirón, na"
"chapo, pa"
"chapucero, ra"
"chapín, na"
"chaquetero, ra"
"chaqueño, ña"
"charanguero, ra"
"charañeño, ña"
"charcutero, ra"
"charcón, na"
"charlador, ra"
"charlatán, na"
"charlón, na"
"charnego, ga"
"charolado, da"
"charquino, na"
"charraludo, da"
"charrasqueado, da"
"charro, rra"
"charrulo, la"
"chascoso, sa"
"chascudo, da"
"chascón, na"
"chasqueador, ra"
"chasquero, ra"
"chatarrero, ra"
"chatero, ra"
"chato, ta"
"chatungo, ga"
"chaval, la"
"chavo, va"
"chavón, na"
"chañaralino, na"
"checheno, na"
"checo, ca"
"checoeslovaco, ca"
"checoslovaco, ca"
"chelo, la"
"cheloso, sa"
"chentino, na"
"chepenano, na"
"cheposo, sa"
"chepudo, da"
"chero, ra"
"cheso, sa"
"cheto, ta"
"chetumaleño, ña"
"cheuto, ta"
"chiapaneco, ca"
"chibolo, la"
"chicanero, ra"
"chicano, na"
"chicarrero, ra"
"chicarrón, na"
"chicharrero, ra"
"chicharrón, na"
"chichero, ra"
"chichimeco, ca"
"chichipato, ta"
"chiclanero, ra"
"chiclayano, na"
"chiclero, ra"
"chicloso, sa"
"chico, ca"
"chicoco, ca"
"chicoriáceo, a"
"chicorro, rra"
"chicote, ta"
"chido, da"
"chiflado, da"
"chigrero, ra"
"chigüín, na"
"chihuahueño, ña"
"chilango, ga"
"chileno, na"
"chilero, ra"
"chilindrinero, ra"
"chillador, ra"
"chillo, lla"
"chillón, na"
"chilmolero, ra"
"chiloso, sa"
"chilote, ta"
"chilpancingueño, ña"
"chilpayate, ta"
"chilposo, sa"
"chimalteco, ca"
"chimbador, ra"
"chimbo, ba"
"chimirringo, ga"
"chimiscolero, ra"
"chimuelo, la"
"chinampero, ra"
"chinandegano, na"
"chinchalero, ra"
"chinchano, na"
"chinchorrero, ra"
"chinchoso, sa"
"chinesco, ca"
"chingado, da"
"chingo, ga"
"chinguero, ra"
"chingón, na"
"chinito, ta"
"chino, na"
"chintano, na"
"chipeado, da"
"chipilín, na"
"chiquillo, lla"
"chiquilín, na"
"chiquimulteco, ca"
"chiquirritico, ca"
"chiquirritín, na"
"chiquitano, na"
"chiquitico, ca"
"chiquito, ta"
"chiquitín, na"
"chiricano, na"
"chirigotero, ra"
"chiriguano, na"
"chiringo, ga"
"chiripero, ra"
"chirizo, za"
"chirlador, ra"
"chirmoloso, sa"
"chirreador, ra"
"chirriadero, ra"
"chirriador, ra"
"chirrisco, ca"
"chismero, ra"
"chismográfico, ca"
"chismoso, sa"
"chispero, ra"
"chispo, pa"
"chispoleto, ta"
"chisposo, sa"
"chistoso, sa"
"chitreano, na"
"chivado, da"
"chivarro, rra"
"chivato, ta"
"chivero, ra"
"chiviento, ta"
"chivo, va"
"chivudo, da"
"chivón, na"
"choapino, na"
"chocador, ra"
"chocallero, ra"
"chocarrero, ra"
"chochero, ra"
"chocho, cha"
"choclonero, ra"
"choclón, na"
"choco, ca"
"chocoano, na"
"chocolateado, da"
"chocolatero, ra"
"chocón, na"
"cholco, ca"
"cholenco, ca"
"cholero, ra"
"cholo, la"
"cholotón, na"
"cholulteco, ca"
"cholutecano, na"
"chombo, ba"
"chompapo, pa"
"chompipe, pa"
"chono, na"
"chontaleño, ña"
"chorbo, ba"
"chorchero, ra"
"choreto, ta"
"choricero, ra"
"chorizo, za"
"choro, ra"
"chorompo, pa"
"chorreado, da"
"chorrocientos, tas"
"chorvo, va"
"chotano, na"
"choteado, da"
"choteador, ra"
"choto, ta"
"chotuno, na"
"choyudo, da"
"chozno, na"
"chozpón, na"
"chucano, na"
"chuchero, ra"
"chucho, cha"
"chuchoquero, ra"
"chuchumeco, ca"
"chuchurrío, a"
"chuco, ca"
"chucuiteño, ña"
"chucuto, ta"
"chueco, ca"
"chufero, ra"
"chufletero, ra"
"chulapo, pa"
"chulesco, ca"
"chuletón, na"
chullpi
"chulo, la"
"chulumaneño, ña"
"chulunco, ca"
"chulángano, na"
"chulón, na"
"chumbivilcano, na"
"chumbo, ba"
"chuncho, cha"
"chunchoso, sa"
"chungo, ga"
"chungón, na"
"chupadero, ra"
"chupado, da"
"chupador, ra"
"chupaquino, na"
"chupativo, va"
"chupón, na"
"chupóptero, ra"
"chuquisaqueño, ña"
"churepo, pa"
"churero, ra"
"churrero, ra"
"churretoso, sa"
"churriento, ta"
"churrigueresco, ca"
"churrioso, sa"
"churro, rra"
"churroso, sa"
"churrullero, ra"
"churrusco, ca"
"churuncullo, lla"
"chusco, ca"
"chutador, ra"
"chuteador, ra"
"chuto, ta"
"chuyo, ya"
"chuznieto, ta"
"chuzón, na"
"chuñusco, ca"
"chádico, ca"
"chúcaro, ra"
"cianótico, ca"
"cibaeño, ña"
"cibario, ria"
"cibdadano, na"
"cibeleo, a"
"ciberacosador, ra"
"cibernético, ca"
"cicadáceo, a"
"cicatero, ra"
"cicatrizativo, va"
"ciceroniano, na"
"cicerón, na"
"cicloideo, a"
"ciclotímico, ca"
"ciclístico, ca"
"ciclónico, ca"
"ciclópeo, a"
"ciclópico, ca"
"cicádeo, a"
"cidiano, na"
"ciego, ga"
"cienciológico, ca"
"cienciólogo, ga"
"cienfueguero, ra"
"cienmillonésimo, ma"
"cienmilmillonésimo, ma"
"cienmilésimo, ma"
"cienoso, sa"
"científico, ca"
"cierto, ta"
"ciervo, va"
"cifrado, da"
"cigarralero, ra"
"cigarrero, ra"
"cigofiláceo, a"
"cigofíleo, a"
"cigomorfo, fa"
"cigomático, ca"
"ciguato, ta"
"ciliado, da"
"cilíndrico, ca"
"cimarrón, na"
"cimbalero, ra"
"cimbrador, ra"
"cimbreño, ña"
"cimbrio, bria"
"cimbro, bra"
"cimentador, ra"
"cimerio, ria"
"cimero, ra"
"cincado, da"
"cincelador, ra"
"cinchado, da"
"cincuentavo, va"
"cincuentenario, ria"
"cincuenteno, na"
"cincuentón, na"
"cinegético, ca"
"cinematográfico, ca"
"cinemático, ca"
"cinerario, ria"
"cinericio, cia"
"cingalés, sa"
"cingiberáceo, a"
"cinológico, ca"
"cinqueno, na"
"cinquero, ra"
"cinqueño, ña"
"cinteado, da"
"cintero, ra"
"cintrado, da"
"cintroniguero, ra"
"cinámico, ca"
"cinéfilo, la"
"cinéreo, a"
"cinésico, ca"
"cinético, ca"
"ciperáceo, a"
"cipolino, na"
"cipote, ta"
"cipresino, na"
"ciprino, na"
"ciprio, pria"
"circadiano, na"
"circasiano, na"
"circulatorio, ria"
"circunciso, sa"
"circunfuso, sa"
"circunscripto, ta"
"circunscrito, ta"
"circunspecto, ta"
"circunstanciado, da"
"circunvecino, na"
"cirenaico, ca"
"cireneo, a"
"cirigallo, lla"
"cirineo, a"
"cirquero, ra"
"cirroso, sa"
"cirrótico, ca"
"cirujano, na"
"cirílico, ca"
"cisalpino, na"
"cisandino, na"
"cismontano, na"
"cismático, ca"
"cispadano, na"
"cistáceo, a"
"cistíneo, a"
"citadino, na"
"citador, ra"
"citano, na"
"citatorio, ria"
"citereo, a"
"cito-, -cito"
"citológico, ca"
"citoplasmático, ca"
"citoplásmico, ca"
"citostático, ca"
"citramontano, na"
"citricultor, ra"
"citrino, na"
"citólogo, ga"
"ciudadano, na"
"ciudadrealeño, ña"
"civilizado, da"
"civilizador, ra"
"cizañador, ra"
"cizañero, ra"
"ciático, ca"
"clamoroso, sa"
"clamoso, sa"
"clandestino, na"
"claretiano, na"
"claridoso, sa"
"clarificador, ra"
"clarificativo, va"
"clarinado, da"
"clarinero, ra"
"clariniano, na"
"claro, ra"
"clarucho, cha"
"clarífico, ca"
"clasificado, da"
"clasificador, ra"
"clasificatorio, ria"
"claustrofóbico, ca"
"clausulado, da"
"clavadizo, za"
"clavado, da"
"clavario, ria"
"clavero, ra"
"claviculado, da"
"cleptocrático, ca"
"cleptomaniaco, ca"
"cleptomaníaco, ca"
"cleptómano, na"
"clerófobo, ba"
"cliceño, ña"
"cliente, ta"
"climatizado, da"
"climatizador, ra"
"climatológico, ca"
"climatérico, ca"
"climatólogo, ga"
"climácico, ca"
"climático, ca"
"clinero, ra"
"clistelero, ra"
"clitoriano, na"
"clitoridiano, na"
"clivoso, sa"
"clorado, da"
"cloratado, da"
"clorhídrico, ca"
"clorofilo, la"
"clorofílico, ca"
"clorofórmico, ca"
"cloroso, sa"
"clorurado, da"
"clorítico, ca"
"clorótico, ca"
"clueco, ca"
"clásico, ca"
"clástico, ca"
"clínico, ca"
"clítico, ca"
"clónico, ca"
"clórico, ca"
"cneoráceo, a"
"coacreedor, ra"
"coactivo, va"
"coacusado, da"
"coadjutor, ra"
"coadyutorio, ria"
"coadyuvador, ra"
"coagulador, ra"
"coaguloso, sa"
"coaligado, da"
"coarrendador, ra"
"coartado, da"
"coartador, ra"
"coautor, ra"
"cobanero, ra"
"cobardón, na"
"cobijador, ra"
"cobijeño, ña"
"cobradero, ra"
"cobrado, da"
"cobrador, ra"
"cobratorio, ria"
"cobreño, ña"
"cobrizo, za"
"cocador, ra"
"cocainero, ra"
"cocainómano, na"
"cocalero, ra"
"coccígeo, a"
"coccíneo, a"
"coceador, ra"
"cocedero, ra"
"cocedizo, za"
"cocedor, ra"
"cochabambino, na"
"cochambrero, ra"
"cochambroso, sa"
"cochero, ra"
"cochinero, ra"
"cochino, na"
"cocho, cha"
"cochío, a"
"cocido, da"
"cocinero, ra"
"coclesano, na"
"cocobolo, la"
"cocolero, ra"
"cocoroco, ca"
"cocoso, sa"
"codero, ra"
"codeudor, ra"
"codiciador, ra"
"codicioso, sa"
"codificador, ra"
"codirector, ra"
"codo, da"
"codorro, rra"
"coeditor, ra"
"coercitivo, va"
"coeterno, na"
"coetáneo, a"
"coevo, va"
"cofiador, ra"
"cofrero, ra"
"cofundador, ra"
"cogecho, cha"
"cogedero, ra"
"cogedizo, za"
"cogedor, ra"
"cogermano, na"
"cogido, da"
"cogitabundo, da"
"cogitativo, va"
"cognado, da"
"cognaticio, cia"
"cognitivo, va"
"cognoscitivo, va"
"cogotudo, da"
"cogujonero, ra"
"cohechador, ra"
"coheredero, ra"
"cohermano, na"
"cohesionador, ra"
"cohesivo, va"
"cohetero, ra"
"cohibido, da"
"cohonestador, ra"
"coihaiquino, na"
"coimero, ra"
"coimputado, da"
"coinquilino, na"
"cointeresado, da"
"cojedeño, ña"
"cojijoso, sa"
"cojitranco, ca"
"cojo, ja"
"cojonudo, da"
"cojudo, da"
"cojutepecano, na"
"colaborador, ra"
"colaborativo, va"
"colactáneo, a"
"coladizo, za"
"colagogo, ga"
"colativo, va"
"colchado, da"
"colchagüino, na"
"colchero, ra"
"colchonero, ra"
"coleador, ra"
"coleccionador, ra"
"colecticio, cia"
"colectivero, ra"
"colectivo, va"
"colector, ra"
"colegatario, ria"
"colegiado, da"
"colegial, la"
"colegislador, ra"
"colero, ra"
"colerético, ca"
"coletudo, da"
"colgadero, ra"
"colgadizo, za"
"colgado, da"
"colgandero, ra"
"colicano, na"
"colicuativo, va"
"colillero, ra"
"colimeño, ña"
"colimote, ta"
"colino, na"
"colinérgico, ca"
"colipavo, va"
"collazo, za"
"collón, na"
"colmado, da"
"colmenero, ra"
"colmilludo, da"
"colmo, ma"
"colocado, da"
"colocho, cha"
"colochón, na"
"colocutor, ra"
"coloideo, a"
"colombiano, na"
"colombicultor, ra"
"colombino, na"
"colombófilo, la"
"colomín, na"
"coloneño, ña"
"colonizador, ra"
"colono, na"
"colorado, da"
"colorativo, va"
"colorido, da"
"coloridor, ra"
"colorimétrico, ca"
"colorín, na"
"colposcópico, ca"
"colquechaqueño, ña"
"colquicáceo, a"
"coludo, da"
"columbino, na"
"columnado, da"
"columnario, ria"
"colusor, ra"
"colusorio, ria"
"colágeno, na"
"colérico, ca"
"colín, na"
"comadrero, ra"
"comadrón, na"
"comalido, da"
"comanditario, ria"
"comarapeño, ña"
"comarcano, na"
"comatoso, sa"
"combado, da"
"combarcano, na"
"combatidor, ra"
"combativo, va"
"combinatorio, ria"
"comblezo, za"
"combo, ba"
"comboso, sa"
"combretáceo, a"
"combusto, ta"
"comechingón, na"
"comedero, ra"
"comediante, ta"
"comedido, da"
"comediógrafo, fa"
"comedor, ra"
"comelón, na"
"comendaticio, cia"
"comendatorio, ria"
"comentador, ra"
"comenzadero, ra"
"cometario, ria"
"cometedor, ra"
"comicastro, tra"
"comido, da"
"comilón, na"
"cominero, ra"
"comisario, ria"
"comisionado, da"
"commelináceo, a"
"comodatario, ria"
"comodidoso, sa"
"comodino, na"
"comodín, na"
"comodón, na"
"compacto, ta"
"compadrito, ta"
"compadrón, na"
"compaginado, da"
"compaginador, ra"
"compaisano, na"
"comparado, da"
"comparativo, va"
"compartidor, ra"
"compasado, da"
"compasionado, da"
"compasivo, va"
"compatricio, cia"
"compatrono, na"
"compañero, ra"
"compaño, ña"
"compendiador, ra"
"compendioso, sa"
"compensador, ra"
"compensativo, va"
"compensatorio, ria"
"competidor, ra"
"competitivo, va"
"compilador, ra"
"compilatorio, ria"
"complacedero, ra"
"complacedor, ra"
"complejo, ja"
"complementario, ria"
"completivo, va"
"completo, ta"
"completorio, ria"
"complexionado, da"
"complexo, xa"
"complicado, da"
"complido, da"
"complotado, da"
"componado, da"
"componedor, ra"
"compositivo, va"
"compositor, ra"
"compostador, ra"
"compostelano, na"
"compradero, ra"
"compradizo, za"
"comprador, ra"
"comprehensivo, va"
"comprehensor, ra"
"comprendedor, ra"
"comprensivo, va"
"comprensor, ra"
"comprero, ra"
"compresivo, va"
"compresor, ra"
"comprimario, ria"
"comprimido, da"
"comprobatorio, ria"
"comprofesor, ra"
"comprometedor, ra"
"comprometido, da"
"compromisario, ria"
"compromisorio, ria"
"comprovinciano, na"
"compueblano, na"
"compuesto, ta"
"compulsivo, va"
"compungido, da"
"compungivo, va"
"computador, ra"
"comto, ta"
"comunero, ra"
"comunicado, da"
"comunicador, ra"
"comunicativo, va"
"comunicólogo, ga"
"comunitario, ria"
"conativo, va"
"concejal, la"
"concejero, ra"
"concentrado, da"
"concentrador, ra"
"concentuoso, sa"
"concepcionero, ra"
"concepcionino, na"
"conceptivo, va"
"concepto, ta"
"conceptuoso, sa"
"concercano, na"
"concertador, ra"
"concesionario, ria"
"concesivo, va"
"conchado, da"
"concho, cha"
"conchoso, sa"
"conchudo, da"
"conchífero, ra"
"concienzudo, da"
"conciliador, ra"
"conciliativo, va"
"conciliatorio, ria"
"concino, na"
"concionador, ra"
"conciso, sa"
"concitador, ra"
"concitativo, va"
"conciudadano, na"
"conclusivo, va"
"concluso, sa"
"concoideo, a"
"concordador, ra"
"concordatario, ria"
"concordativo, va"
"concorpóreo, a"
"concorvado, da"
"concreado, da"
"concreto, ta"
"concubinario, ria"
"concubino, na"
"conculcador, ra"
"concurrido, da"
"concursado, da"
"concusionario, ria"
"concuñado, da"
"concuño, ña"
"concéntrico, ca"
"conde, desa"
"condenado, da"
"condenador, ra"
"condenatorio, ria"
"condensador, ra"
"condensativo, va"
"condenso, sa"
"condicionado, da"
"condicionador, ra"
"condigno, na"
"condiscípulo, la"
"condrográfico, ca"
"conducidor, ra"
"conducticio, cia"
"conductivo, va"
"conductor, ra"
"condueño, ña"
"condómino, na"
"conectivo, va"
"conector, ra"
"conejero, ra"
"conejo, ja"
"conejuno, na"
"conexivo, va"
"conexo, xa"
"confabulador, ra"
"confeccionador, ra"
"confederado, da"
"confederativo, va"
"confesado, da"
"confeso, sa"
"confesor, ra"
"confiado, da"
"confiador, ra"
"confianzudo, da"
"configurador, ra"
"confinado, da"
"confirmador, ra"
"confirmando, da"
"confirmativo, va"
"confirmatorio, ria"
"confiscado, da"
"confiscatorio, ria"
"confitado, da"
"confitero, ra"
"conflictivo, va"
"confortador, ra"
"confortativo, va"
"confragoso, sa"
"confuciano, na"
"confundido, da"
"confundidor, ra"
"confusionario, ria"
"confuso, sa"
"confutador, ra"
"confutatorio, ria"
"congelado, da"
"congelador, ra"
"congelativo, va"
"congestivo, va"
"conglutinativo, va"
"conglutinoso, sa"
"congo, ga"
"congojoso, sa"
"congoleño, ña"
"congolés, sa"
"congraciador, ra"
"congratulatorio, ria"
"congregante, ta"
"congruo, grua"
"congénito, ta"
"conivalvo, va"
"conjeturador, ra"
"conjuez, za"
"conjugado, da"
"conjuntado, da"
"conjuntivo, va"
"conjunto, ta"
"conjurado, da"
"conllevador, ra"
"conmemorativo, va"
"conmemoratorio, ria"
"conmensurativo, va"
"conminador, ra"
"conminativo, va"
"conminatorio, ria"
"conmiserativo, va"
"conmisto, ta"
"conmixto, ta"
"conmovedor, ra"
"conmutador, ra"
"conmutativo, va"
"connotado, da"
"connotativo, va"
"connovicio, cia"
"conocedor, ra"
"conocido, da"
"conoideo, a"
"conqueridor, ra"
"conquiliólogo, ga"
"conquistador, ra"
"consabido, da"
"consabidor, ra"
"consagratorio, ria"
"consanguíneo, a"
"consectario, ria"
"consecutivo, va"
"conseguidor, ra"
"consejero, ra"
"consentido, da"
"consentidor, ra"
"conservador, ra"
"conservativo, va"
"conservatorio, ria"
"conservero, ra"
"considerado, da"
"considerador, ra"
"considerativo, va"
"consignatario, ria"
"consiliario, ria"
"consiliativo, va"
"consocio, cia"
"consolador, ra"
"consolativo, va"
"consolatorio, ria"
"consolidado, da"
"consolidativo, va"
"consonántico, ca"
